Identifikasjonsnummer	Tittel / betegnelse	Emne nivå 1	Emne nivå 2	Emne nivå 1	Emne nivå 2	Tilstand 0 - 3  (Skjult)	Datering:Sikker eller usikker	Fra:	Til:	Produksjonssted: Sikker eller usikker	By	Land	Verdensdel	Kunstner/produsent	Bredde (cm)	Høyde (cm)	Dybde (cm)	Vekt (gram)	Materiale/teknikk	Proviniens	Oppbevares hvor (Skjult)	Rom:  (Skjult)	H:  (Skjult)	V:  (Skjult)	Annet sted:  (Skjult)	Utlånt  (Skjult)	Supplerende	Nøkkelord	Referanselitteratur
GA_000187	Weegee's People	Bøker	Fotobøker			1	Sikker	1946		Sikker	New York	USA	Nord-Amerika	Weegee (Arthur Fellig)	17	25										Korea	New York: Duell, Sloane and Pearce, 1946.	Weegee, USA, foto, bøker, Fellig, 1940-1949	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000188	Maske med perler	Masker				2						Kongo	Afrika	Ukjent	21	20										Korea		masker, Afrika, Kongo, perler	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000189	Keramisk bolle	Brent leire		Bruksgjenstander	Steingods	2	Usikker	1500	1599	Sikker		Kina	Asia	Ukjent	35	7			Glasert keramikk							Korea		brent leire, Kina, boller, bruksgjenstander	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000190	Bolle fra kobbergruve	Bruksgjenstander	Metall 			1					Røros	Norge	Europa	Ukjent	20	4			Kobber							Korea		gruver, boller, kobber, Norge, bruksgjenstander	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000191	Trykkblokk "A"	Verksted / verktøy	Trykkblokker	Verksted / verktøy	Bly- og tretyper	1								Ukjent	43.5	50.5	2		Tre							Korea	Trykkblokk til boktrykk.	boktrykk, trykkblokker, typografi, tre, typografiutstyr, verksted	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000192	Høvel	Verksted / verktøy				1									36	12			Stål, tre							Korea		høvler, verktøy, metall, tre	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000193	Maleri	Kunst - kjent	Riis, Bendik 			1				Sikker		Norge	Europa	Riis, Bendik	48	90										Korea		Riis, maleri, Norge, kunst - kjent	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000194	Åregaffel	Bruksgjenstander	Åregafler			1				Sikker	Venezia	Italia	Europa		17.5	64	9		Tre							Korea		åregafler, tre, Venezia, Italia, bruksgjenstander	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000196	Sovjetisk bok om polferd	Bøker				2						Russland	Europa	Gromov, Bor.	13.5	20										Korea		polferd, Russland, bøker	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000197	15 postkort med fjelloverganger	Postkort	Norske fjelloverganger	Ephemera	Små	1						Norge	Europa	Diverse	15	10.5			Fotografi, papp							Korea	Samling av 15 postkort med motiv fra norske fjelloverganger.	fjelloverganger, postkort, landskap, land-art, norske motiv, ephemera	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000198	BØLGE - BUKT	Guttorms arbeider	Grafikk, etter meieriet			1				Sikker		Norge	Europa	Guttormsgaard, Guttorm	45	28			Sjablongtrykk							Korea	Serie av 7 sjablongtrykk fra grafikkmappa BØLGE - BUKT.	grafikk, sjablong, Guttorm Guttormsgaard, landskap	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000199	7 rullesteinavgnidninger	Guttorms arbeider	Avgnidninger			1				Sikker		Norge	Europa	Guttormsgaard, Guttorm	28	40			Avgnidning i kull							Korea	Serie av 7 avgnidningstegninger. Avgnidning fra hånd til stein	stein, avgnidning, gnidd, Guttorm Guttormsgaard, hånd	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000200	Sovjetisk bok 	Bøker				2	Sikker	1988		Sikker		Sovjet	Europa	Djakonov, M.A.	13.5	20										Korea		Sovjet, Dyakonov, Russland	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000201	Le pòeme électronique	Bøker	Le Corbusier			1	Sikker	1958		Sikker	Paris	Frankrike	Europa	Corbusier, Le	21	21										Korea	Paris: Edtition de Minuit, 1958. Fullstendig tittel: "Le pòeme électronique: Pavillon Philipps à L'Expo de Bruxelles, 1958". 	Corbusier, bøker, Pavillon Philipps, arkitektur, Frankrike, 1950-1959	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000202	Pochoir	Grafikk	Stensiltrykk	Kunst - kjent	Andre	1	Sikker	1929		Sikker		Frankrike	Europa	Corbusier, Le	27	22			Sjablongtrykk							Korea		Corbusier, Pochoir, sjablongtrykk, Frankrike, arkitektur, 1920-1929	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000203	Genologi-bok 	Bøker	Orientalske	Bøker	Odde bøker	1	Sikker	1600	1699	Sikker		Tyrkia 	Asia / Europa	Ukjent	19	30										Korea	Tyrkia, 1600-tallet. Genologi-bok om Suliman I.	genologi, Suliman I, Tyrkia, Persia, orientalske, bøker, odde bøker, 1600-1699	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000204	Hodeboka	Bøker	Illustrerte	Bøker	Odde bøker	1				Sikker		Norge	Europa	Guttormsgaard, Nora W.	7.5	9.5			Tegnet med blyant og fargeblyanter							Korea	Håndtegnet utklippsbok.	hoder, tegning, utklippsbok, odde bøker, bøker	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000205	Nürnbergkrøniken	Bøker	Inkunabler			1	Sikker	1493		Sikker	Nürnberg	Tyskland	Europa	Schedel, Hartmann 	29	41										Korea	Nürnberg 1493. Trykket av Anton Koberger.	religiøse tekster, tresnitt, inkunabler, bøker, Koberger, Tyskland, Schedel, Nürnberg, 1400-1499	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000206	Tekstilprøvebok	Bøker	Prøvebøker			2								Steiner, Eva	20	21	3.5									Korea	Bok med prøver på tekstiler.	tekstiler, prøvebøker, Steiner	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000207	ABECEDA	Bøker	Typografiske	Bøker	Kunstbøker	1	Sikker	1926		Sikker	Praha	Tsjekkia	Europa	Teige, Karl & Nezval Vitezslav	30	29.5										Korea	ABECEDA (Alfabet). Praha: J. Otto, 1926. Fotomontasje og typografi av Karl Teige, vers av Vitezslav Nezval. 	avant-garde, alfabet, fotomontasje, typografiske, Tsjekkia, bøker, 1920-1929	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000208	Trykk av skohæl	Guttorms arbeider	Grafikk, etter meieriet			1				Sikker		Norge	Europa	Guttormsgaard, Guttorm	19.5	14			Høytrykk							Korea	Høytrykk av skohæl.	høytrykk, sko, grafikk, Guttormsgaard, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000209	Matak	Bøker	Artist's books			1								Pahna, Ray di	21	29.7										Korea		Ray di Pahna, Matak, artist's books	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000210	37 ståltrådarbeider																												
GA_000211	7 tegninger med gouache	Minoritetskulturer	Taterarbeider			1						Skandinavia	Europa	"Det reisende folket"					Ståltråd							Korea	Samling av 37 ståltrådarbeider av "det reisende folket" med ukjent opphav.	taterarbeider, minoritetskulturer, ståltråd, redskap, kjøkkenredskap, gryteunderlag	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000212	Trykk av laserskåret stål 	Guttorms arbeider	Diverse			1						Norge	Europa	Guttormsgaard, Guttorm	28	18.5			Tegning, gouache							Korea		Guttorm Guttormsgaard, tegninger, gouache	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000213	Trykk av PVC	Guttorms arbeider	Grafikk, etter meieriet			1						Norge	Europa	Guttormsgaard, Guttorm	42	32										Korea	Trykk av laserskåret stål med sølvfolie.	Guttorm Guttormsgaard, stål, sølvfolie, laserskåret, grafikk, trykk	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000214	Trykkplate av PVC	Guttorms arbeider	Grafikk, etter meieriet			1						Norge	Europa	Guttormsgaard, Guttorm	53	39										Korea	Trykk av PVC.	Guttorm Guttormsgaard, PVC, grafikk, trykk	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000215	Sjøkart	Kart				1						Norge	Europa	Guttormsgaard, Guttorm	38	16			PVC							Korea		Guttorm Guttormsgaard, PVC, grafikk, trykkplate, plast, trykk	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000216	Verdenskart	Kart				3									20	31										Korea	Mrk. Mål er tatt i sammenbrettet tilstand.	kart, sjøkart	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000217	Frontispise til "Voyage Pittoresque aux Alpes Norvégiennes"	Bøker	Plansjeverk			1	Sikker	1821	1823	Sikker	Stockholm	Sverige	Europa	Carpelan, Wilhelm Maximilian	46.5	40										Korea	Tittelblad fra plansjeverket "Voyage Pittoresque aux Alpes Norvégiennes", oppklebet på lerret.	plansjeverk, frontispise,grafikk, Norge, Sverige, Carpelan	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000218	Naga-teppe fra Himalaya	Tekstil				1				Sikker			Asia	Ukjent	160	100			Tekstil, skjell							Korea	Naga-teppe fra Himalaya dekorert med skjell.	naga, Himalaya, nagaer, tekstil, tepper, skjell	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000219	Xylografi trykkblokk og graveringskniv	Verksted / verktøy	Trykkblokker			1								Bewick-elev	17.5	13			Tre, metall							Korea		naga, Himalaya, nagaer, tekstil, tepper, skjell	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000220	Originalfoto	Foto / film	Originalfoto			1								Ukjent	13	18			Fotografi							Korea		xylografi, grafikk, trykkblokker, Bewick, verktøy	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
		Verksted / verktøy	Trykkblokker			1								Bewick-elev	17.5	13			Tre, metall							Korea		xylografi, grafikk, trykkblokker, Bewick, verktøy	
GA_000221	Mannsdrakt fra Jemen	Tekstil				1						Jemen	Asia	Ukjent	150	150			Tekstil							Korea		fotografi, originalfotografi	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000222	Typografisk trykkblokk	Tekstil				1						Jemen	Asia	Ukjent	150	150			Tekstil							Korea		klær, drakt, Jemen, tekstil	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000223	Dogon-dør	Figur / skulptur	Dogon & Mumuye			1						Mali	Afrika	Ukjent	34	58			Tre							Korea		treskjærerkunst, dogon, Afrika, Mali, dør, korn, jordbruk	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000224	Amatørfoto	Foto / film	Gruppebilder			1						Norge	Europa	Ukjent	23.5	19			Fotografi							Korea	Orginalfotografi.	gruppebilder, originalfotografi, Norge, amatørfoto	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000225	Kulltegning	Guttorms arbeider	Kulltegninger			0				Sikker		Norge	Europa	Guttormsgaard, Guttorm	1270	1080			Kulltegning							Korea		kulltegning, hånd, Guttorm Guttormsgaard, kull, tegning	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000226	Tuareg ståltrådgrill	Bruksgjenstander		Minoritetskulturer		0				Sikker		Libya	Afrika	Ukjent	28	25			Ståltråd							Korea		grill, tuareg, Libya, ståltrådarbeider, ståltråd, stål, minoritetskulturer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000227	Russisk plakat  	Plakater	Politiske			0				Sikker		Russland	Europa		70	100			Montert i glass og ramme		Magasinet	Skyvevegg A		Venstre				plakater, politiske, Russland	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000228	Amerikanske sommerfugler	Grafikk	Stensiltrykk	Kunst - kjent	Andre	2	Sikker	1971		Sikker		Norge	Europa	Kleiva, Per	74.5	99.5			Serigrafi		Magasinet	Skyvevegg A		Høyre			Fargeserigrafi, 118/175.	Kleiva, grafikk, serigrafi, krig, kunst - kjent, Norge, 1970-1979	
GA_000229	Vevet bånd	Tekstil	Vevet			1									3.5	69			Vevet ull		Magasinet	Skyvevegg A		Høyre				tekstil, ull, bånd, vevet	
GA_000230	Aboriginsk skjold	Minoritetskulturer	Andre			1				Sikker		Australia	Oseania	Ukjent	31.5	129	7.5		Utskåret tre, detaljer i messing		Magasinet	Skyvevegg A		Venstre				minoritetskulturer, Australia, skjold, tre, aboriginsk	
GA_000231	Vaskebjørnen	Kunst - kjent	Foss, Lillebeth	Grafikk	Plantrykk	0	Sikker	1972		Sikker		Norge	Europa	Foss, Lillebeth	56.5	72			Litografi, montert i glass og ramme		Magasinet	Skyvevegg A		Venstre			Litografi, 4/25.	Foss, grafikk, litografi, dyr, kunst - kjent, Norge, 1970-1979	
GA_000232	Nordmenn!	Plakater	Politiske			0	Sikker	1942		Sikker	Oslo	Norge	Europa	Nasjonal Samling	40.8	58.8			Boktrykk		Magasinet	Skyvevegg A		Midten				plakater, politiske, Norge, krig, boktrykk, 1940-1949	
GA_000233	Tegning (Kyr)	Kunst - ukjent	Tegning			1	Usikker			Usikker				Ukjent	28.5	23.4			Blyantegning på papir, montert i glass og ramme		Magasinet	Skyvevegg A		Midten				tegning, kunst - ukjent, dyr	
GA_000234	Galerie Maeght: Sur 4 Murs	Plakater	Utstillingsplakater			1	Sikker	1958		Sikker	Paris	Frankrike	Europa	Braque, George	47.5	71			Litografi, montert i glass og ramme		Magasinet	Skyvevegg A		Høyre			Paris: Maeght éditions - Mourlot imprint, 1958. Signert i trykkstenen. Nr. 119 (av 150 prøvetrykk)	plakater, utstillingsplakater, litografi, Braque, Frankrike, 1950-1959	
GA_000235	Mangeltre	Bruksgjenstander	Tre			1	Usikker			Usikker		Norge		Ukjent	14	71.5	3.5/10		Utskåret tre		Magasinet	Skyvevegg A		Høyre				bruksgjentander, tre, mangeltre, utskjæring, ARKIV	
GA_000236	Maleri (Bymotiv)	Kunst - ukjent 	Maleri			1	Usikker			Usikker				Ukjent	34.5	21.5			Olje på lerret, montert i ramme		Magasinet	Skyvevegg A		Midten				kunst - ukjent, maleri, hus	
GA_000237	Skip	Foto / film	Håndkolorerte			2	Usikker			Usikker				Ukjent	36.5	19.5			Håndkolorert fotografi, montert i ramme		Magasinet	Skyvevegg A		Venstre				foto, håndkolorert, skip	
GA_000238	Goache (A, andefamilie)	Kunst - ukjent				1	Usikker			Usikker				Ukjent	19.1	25.5			Goache på papir, montert i glass og ramme		Magasinet	Skyvevegg A		Venstre				kunst - ukjent, maleri, dyr, alfabet, gouache	
GA_000239	Løper	Tekstil	Vevet			1	Usikker			Usikker				Ukjent	23.5	279			Vevet silke		Magasinet	Skyvevegg B		Venstre				tekstiler, vevet	
GA_000240	Litografi (foss, stein, tømmer)	Kunst - ukjent		Grafikk	Plantrykk	2	Usikker							Ukjent	29.5	40			Litografi, montert i glass og ramme		Magasinet	Skyvevegg B		Venstre				grafikk, litografi, kunst - ukjent	
GA_000241	Litografi (uten tittel)	Kunst - kjent	Andre	Grafikk	Plantrykk	1	Sikker	1945		Sikker		Danmark	Europa	Jorn, Asger	35.5	49.5			Litografi		Magasinet	Skyvevegg B		Venstre			Ukjent opplag. 	grafikk, litografi, kunst - kjent, Jorn, 1940-1949	
GA_000242	Aborginsk bumerang	Minoritetskulturer	Andre	Bruksgjenstander	Tre	1	Usikker			Sikker		Australia	Oseania	Ukjent	91	5.5	1.5		Utskåret tre		Magasinet	Skyvevegg B		Venstre				minoritetskulturer, Australia, bumerang, våpen, tre, aboriginsk	
GA_000243	Brodert bilde (9. april 1940)	Tekstiler	Andre	Plakater	Andre	1	Sikker	1953		Sikker		Norge	Europa	Eljer	51	70			Korsstingsbroderi på strie, montert i glass og ramme		Magasinet	Skyvevegg B		Midten			Brodert innskrift: "Til Kaj / 22-8-1953 / Eljer".	tekstiler, broderi, krig, kuriosa, Norge, 1940-1949, 1950-1959	
GA_000244	Mexikansk poncho	Tekstiler	Klesplagg			1	Usikker			Sikker		Mexico	Sør-Amerika	Ukjent	86.5	104			Vevet bomull, detaljer i ull		Magasinet	Skyvevegg B		Midten				tekstiler, klesplagg, vev, poncho, Mexico	
GA_000245	Portrett (opp ned)	Kunst - kjent	Foss, Lillebeth 	Grafikk	Litografi	1	Usikker			Sikker		Norge	Europa	Foss, Lillebeth	50.1	68.9			Litografi		Magasinet	Skyvevegg B		Midten			Nr. 6/20	kunst - kjent, Foss, grafikk, litografi, Norge	
GA_000246	Russisk plakat  	Plakater	Politiske			1	Usikker	1910	1919	Sikker		Russland	Europa	Peffer	69	93			Litografi, montert i glass og ramme		Magasinet	Skyvevegg B		Midten				plakater, politiske plakater, litografi, Peffer, Russland, 1910-1919	
GA_000247	Uten tittel	Kunst - kjent	Andre			3	Usikker	1930	1939	Sikker		Norge	Europa	Faaborg, Finn	62	75			Olje på lerret		Magasinet	Skyvevegg B		Høyre			Uten tittel, udatert. Utstilt på utstillingen "Finn Faaborg malerier", Kunstnernes hus 1989. 	kunst - kjent, Faaborg, maleri, Norge, 1930-1939	
GA_000248	Akvarell (Fjorden ved klosteret ved Skien)	Kunst - kjent	Andre			1	Sikker	1834		Sikker		Norge	Europa	Dahl, J.C.	28.9	19.5			Blyantegning og akvarell, montert i glass og ramme		Magasinet	Skyvevegg C		Midten			Forstudie til "Fjorden ved klosteret ved Skien".	kunst - kjent, Dahl, akvarell, blyanttegning, landskap, Norge, 1800-1899	
GA_000249	Litografi (hest)	Kunst - kjent	Andre	Grafikk	Litografi	0	Usikker			Sikker		Norge	Europa	Widerberg, Frans	35	27			Litografi, montert i glass og ramme		Magasinet	Skyvevegg C		Høyre			Nr. 10/103. Innskripsjon: "Til Guttorm".	kunst - kjent, Widerberg, grafikk, litografi, Norge	
GA_000250	Aftensol i sørlandsheiene	Kunst - kjent	Riis, Bendik			0	Sikker	1943		Sikker		Norge	Europa	Riis, Bendik	37.5	37.9			Olje på treplate		Magasinet	Skyvevegg C		Høyre				kunst - kjent, Riis, maleri, landskap, Norge, 1940-1943	
GA_000251	Maleri (hus, Sems gate)	Kunst - ukjent				0	Usikker			Sikker		Norge	Europa	Ukjent (Alexander)	45	29			Olje på lerret, montert i ramme		Magasinet	Skyvevegg C		Venstre			Motiv fra Sems gate i Fredrikstad. Signert "Alexander".	kunst - ukjent, maleri, hus, by, Norge	
GA_000252	Maleri (Stilleben)	Kunst - kjent				0	Usikker			Usikker					41.4	33.3			Olje på lerret, montert i ramme		Magasinet	Skyvevegg C		Venstre				kunst - kjent, maleri, stilleben	
GA_000253	Nature Morte	Kunst - kjent	Andre	Grafikk	Dyptrykk	1	Sikker	1928		Sikker	Paris	Frankrike	Europa	Braque, George	22.1	59			Akvatint		Magasinet	Skyvevegg C		Høyre			Arkformat: 39.5 x 76 cm. Signert i trykkplaten. Trykket av Jacques Villon for Chalcografie du Louvre.	kunst - kjent, Braque, Villon, grafikk, dyptrykk, stilleben, Frankrike, 1920-1929	
GA_000254	Orientalsk kalligrafi	Kunst - ukjent	Andre			0	Usikker			Usikker				Ukjent	34	96.5			Tusj på rispapir		Magasinet	Skyvevegg C		Høyre				kunst - ukjent, kalligrafi, rispapir	
GA_000255	Etsning, akvatint (mann, portrett)	Grafikk	Dyptrykk			0	Sikker	1986		Sikker		Norge	Europa		15.5	24.6			Etsning (Akvatint)		Magasinet	Skyvevegg C		Midten			Arkformat: 27.5 x 38 cm. Innskrift: "Til Guttorm Guttormsgaard".	grafikk, Norge, 1980-1989	
GA_000256	Udvalgte Norske Nationaldrakter	Plakater (eller del av plansjeverk)				0	Sikker	1861		Sikker	Oslo	Norge	Europa	Tönsberg, Chr.	23.4	32					Magasinet	Skyvevegg C		Midten			Fullstendig tittel: "Udvalgte Norske Nationaldrakter: tegnede af forskjellige norske Kunstnere og ledsagede med oplÿsende Text". "Utgivne af Chr. Tönsberg, Christiania. Paa Udgiverens Forlag. Trÿkt af Winckelmann & Sönner".	bøker, plansjeverk, Norge, 1800-1899	
GA_000257	Tekstil (kvadratisk, geometrisk mønster)	Tekstiler	Knyttet			0	Usikker			Usikker				Ukjent	50	50			Knyttet		Magasinet	Skyvevegg C		Venstre					
GA_000258	Fanfare: Spill i speil	Grafikk	Plantrykk			0				Sikker	Oslo	Norge	Europa	Nordheim, Arne	29	56.7			Litografi, håndskrevet tekst		Magasinet	Skyvevegg C		Venstre			Laget i forbindelse med Statensk Kunstakademis 75-årsjubileum.	grafikk, litografi, Nordheim, Norge, musikk	
GA_000259	Stemmeanvisning (plakat)	Plakater	Andre			0				Sikker	Oslo	Norge	Europa	Johannes Bjørnstads Bogtrykkeri	46.2	60.5			Boktrykk, montert i glass og ramme		Magasinet	Skyvevegg C		Venstre			"Til oppslag i valglokalerne!". Stemmeanvisning til oppslag i valglokalene.	plakater, typografi, Norge	
GA_000260	Håndkolorert fotografi (familieportrett)	Foto / film	Portretter	Foto / film	Portretter	1	Usikker								29.5	39.2			Håndkolorert fotografi, montert i glass og ramme		Magasinet	Skyvevegg C		Midten				foto, håndkolorert, portrett	
GA_000261	Arabisk skrifttavle					1	Usikker							Ukjent	35	51	1.2		Tusj på treplate		Magasinet	Skyvevegg C		Venstre				kalligrafi, tre, arabisk	
GA_000262	Foto (Fotballbane)	Foto / film	Fotokunst			0				Sikker		Norge	Europa	Tveit, Espen	45	43.5			Fotografi, montert i passepartout, glass og ramme		Magasinet	Skyvevegg D		Høyre			Arkformat (p.p.): 85 x 93,7 cm. Fra prosjektet "Fra siden - fotballbaner".	foto, fotokunst, Tveit, landskap, Norge, 2010-2019	
GA_000263	Tod, Frau und Kind	Kunst - kjent	Andre	Grafikk	Dyptrykk	0	Sikker	1910		Sikker		Tyskland	Europa	Kollwitz, Käthe	40.5	40.5			Koldnålsradering og etsning, montert i glass og ramme		Magasinet	Skyvevegg D		Midten			Arkformat: 58.5 x 59.5 cm.	kunst - kjent, Kollwitz, grafikk, etsing, koldnålsradering, Tyskland, 1910-1919	
GA_000264	Salomé dansant devant le roi Hérode	Kunst - kjent	Andre	Grafikk	Dyptrykk	0	Sikker	1930		Sikker	Paris	Frankrike	Europa	Pascin, Jules	56.5	55.5			Mykgrunnsetsning og fargeakvatint, montert i passepartout, glass og ramme		Magasinet	Skyvevegg D		Midten			Arkformat: 58. (p.p.): 79 x 72.2 cm.	kunst - kjent, Pascin, grafikk, etsning, akvatint, Frankrike, Bulgaria, 1930-1939	
GA_000265	Monogram i messing (skilt)					1	Usikker								12.7	17.3	0.8		Messing		Magasinet	Skyvevegg D		Midten				metall, messing, monogram, bokstaver	
GA_000266	Maleri (lanskap m. båt)	Kunst - kjent				1									11.7	7.3			Olje på treplate, montert i ramme		Magasinet	Skyvevegg D		Midten				kunst - kjent, maleri, landskap	
GA_000267	Sjablongtrykk (Guttorms arbeider)	Guttorms arbeider	Grafikk etter meieriet			0				Sikker		Norge	Europa	Guttormsgaard, Guttorm	59.4	100			Sjablongtrykk på treplate		Magasinet	Skyvevegg D		Venstre				Guttorms arbeider, sjablongtrykk, Guttormsgaard, Norge	
GA_000268	Sigarettmunnstykke	Minoritetskulturer	Russiske fangearbeider	Bruksgjenstander		1	Sikker	1940	1945	Sikker		Norge	Europa	Russisk krigsfange	0.9	10.1	0.8		Tannbørster, stål		Magasinet	Skyvevegg D		Midten				minoritetskulturer, russiske fangearbeider, bruksgjenstander, krig, Norge, 1940-1949	
GA_000269	Mur på speil (rundinger)	Guttorms arbeider				0									48.4	80.2			Speil, mur med pigment		Magasinet	Skyvevegg D		Høyre				speil, maleri	
GA_000270	Stokk i tre med utskjæringer (dansestokk)	Figurer	Dansestokker			1									9.1	79.2	3.2		Utskåret tre		Magasinet	Skyvevegg D		Venstre				figurer, tre, dansestokker, Afrika	
GA_000271	Trykkplate	Grafikk	Dyptrykk	Kunst - kjent	Sjur, Arne Bendik	0				Sikker		Norge	Europa		13.9	20			Sink		Magasinet	Skyvevegg D		Venstre				kunst - kjent, grafikk, dyptrykk, koldnålsradering, Sjur, Norge	
GA_000272	Åregaffel	Bruksgjenstander	Åregafler			1								Ukjent	24.5	113	3		Tre, jern		Magasinet	Skyvevegg D		Venstre				bruksgjenstander, åregafler, tre	
GA_000273	Redskap i jern (sigd)	Bruksgjenstander	Metall			2								Ukjent	14	37	1.5		Jern		Magasinet	Skyvevegg D		Venstre				bruksgjenstander, metall, jern, redskap	
GA_000274	Redskap i jern (griperedskap)	Bruksgjenstander	Metall			2								Ukjent	8	18.8	2		Jern		Magasinet	Skyvevegg D		Venstre				bruksgjenstander, metall, jern, redskap	
GA_000275	Jordbit (m. metallpartikler)	Natur	Andre			0									14.5	33	0.4		Jord		Magasinet	Skyvevegg D		Venstre				natur, jord	
GA_000276	Arabisk hodeplagg/pryd	Tekstiler	Klesplagg			1									40	59			Bomull, ull, tinn, gull, stein, rav. Vevet, brodert og håndsydd. Dekorert med medaljonger i tinn og gull, perler av glass, rav og stein, broderi i ullgarn.		Magasinet	Skyvevegg D		Venstre				tekstiler, klesplagg, arabisk, brodert, vevet, perler	
GA_000277	Fra Morfjord (maleri)	Kunst - kjent	Andre			1	Sikker	1964		Sikker		Norge	Europa	Faaborg, Finn	33.1	41			Olje på plate, montert i ramme		Magasinet	Langvegg		Venstre			Signert.	kunst - kjent, Faaborg, maleri, landskap, Norge, 1960-1969	
GA_000278	Åregaffel	Bruksgjenstander	Åregafler			1						Italia	Europa	Ukjent	14	59	3.3		Malt tre		Magasinet	Langvegg		Venstre				bruksgjenstander, åregafler, tre	
GA_000279	Horisontal print (repr. gammelt foto, bryggemotiv)	Guttorms arbeider	Print			0				Sikker		Norge	Europa	Guttormsgaard, Guttorm	101.5	31			Digitalprint		Magasinet	Langvegg		Venstre			Reproduksjon av gammelt foto.	foto, Guttorms arbeider, horisontale bilder, store print, Guttormsgaard, Norge	
GA_000280	Fasadetegning av Oslo Spektrum	Guttorms arbeider	Utsmykninger			1	Sikker			Sikker		Norge	Europa	Guttormsgaard, Guttorm	184.3	60.5			Kalkérpapr		Magasinet	Langvegg		Venstre				Guttorms arbeider, utsmykninger, Oslo Spektrum, Guttormsgaard, Norge, 1980-1989	
GA_000281	Koldnålsradering / etsning (liggende mann foran murbygg)	Kunst - kjent	Sjur, Arne Bendik	Grafikk	Dyptrykk	0	Sikker			Sikker		Norge	Europa	Sjur, Arne Bendik	23.8	29.8			Koldnålsradering og etsning		Magasinet	Langvegg		Venstre			Arkformat: 34 x 41 cm. Signert. Fra utstillingen "Mellom liv og død", Blaker gml. meieri 2012.	kunst - kjent, Sjur, grafikk, koldnålsradering, etsning, Norge, 2010-2019	
GA_000282	Koldnålsradering / etsning (liggende mann foran murbygg)	Kunst - kjent	Sjur, Arne Bendik	Grafikk	Dyptrykk	0	Sikker			Sikker		Norge	Europa	Sjur, Arne Bendik	23.8	29.8			Koldnålsradering og etsning		Magasinet	Langvegg		Venstre			Arkformat: 34 x 41 cm. Signert. Fra utstillingen "Mellom liv og død", Blaker gml. meieri 2012.	kunst - kjent, Sjur, grafikk, koldnålsradering, etsning, Norge, 2010-2019	
GA_000283	Koldnålsradering / etsning (liggende mann foran murbygg)	Kunst - kjent	Sjur, Arne Bendik	Grafikk	Dyptrykk	0	Sikker			Sikker		Norge	Europa	Sjur, Arne Bendik	23.8	29.8			Koldnålsradering og etsning		Magasinet	Langvegg		Venstre			Arkformat: 34 x 41 cm. Signert. Fra utstillingen "Mellom liv og død", Blaker gml. meieri 2012.	kunst - kjent, Sjur, grafikk, koldnålsradering, etsning, Norge, 2010-2019	
